C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,TAUST (K),Ms (K)
0.36,0.3,0.39,3.7,1.65,0.23,0,0.12,0,0,0,0,0,0,0.01,0.01,1123,548
0.15,0.33,0.48,4.12,1,0.2,0,0.21,0,0,0,0,0,0,0.01,0.01,1123,613
0.86,0.34,0.35,0.58,1.62,0.01,0.174,0.05,0,0,0,0,0,0,0.01,0.01,1173,493
0.91,0.37,0.32,0,5.2,1.07,0.42,0.09,0,0,0,0,0,0,0.01,0.01,1248,478
0.48,0.67,0.27,0.14,1.2,0.02,0.013,0.21,2.34,0,0,0,0,0,0.01,0.01,1223,568
0.45,0.2,0.34,0.44,1.25,0.1,0.36,0.14,2.2,0,0,0,0,0,0.01,0.01,1223,573
0.4,0.26,0.34,0.12,2.85,0.16,0.26,0.14,3.39,0,0,0,0,0,0.01,0.01,1273,598
0.81,0.23,0.17,0.08,4.25,0.09,1.08,0,17.6,0,0,0,0,0.05,0.01,0.01,1548,493
0.38,0.22,0.44,3.4,1.5,0.15,0.015,0.13,0,0,0,0,0,0,0.01,0.01,1198,548
0.34,0.37,0.52,2.65,1.8,0.53,0.15,0.2,0,0,0,0,0,0,0.01,0.01,1173,558
1.56,0.2,0.37,0.26,12.46,0.54,0.65,0.1,0.28,0,0,0,0,0,0.01,0.01,1273,458
1.43,0.29,0.17,0.15,4.18,0.87,4.35,0,11,0,0,0,0,0,0.01,0.01,1523,428
0.82,0.25,0.29,0.2,4.1,1.6,2.06,0,12.1,0,0,0,0,0,0.01,0.01,1548,408
0.79,0.18,0.17,0.08,4,0.2,2.11,0,18.15,0,0,0,0,0.17,0.01,0.01,1548,478
0.28,0.96,0.54,0.54,2.8,0.13,0.24,0,8.77,0,0,0,0,2.05,0.01,0.01,1448,668
0.8,0.28,0.53,0,3.8,0,1.05,0,17.4,0,0,0,0,4.62,0.01,0.01,1553,413
0.8,0.28,0.29,0,4.4,0.37,1.6,0,19.2,0,0,0,0,9.3,0.01,0.01,1548,423
0.89,0.18,0.5,0,3.9,0,1.03,0,19.1,0,0,0,0,9.66,0.01,0.01,1553,383
1.46,0.27,0.1,0,3.72,0.47,4.1,0.09,13.7,0,0,0,0,5,0.01,0.01,1523,403
1.64,0.31,0.21,0,4.5,0.66,5.05,0,11.64,0,0,0,0,11.35,0.01,0.01,1513,438
0.55,0.3,0.68,1.65,1,0.35,0.22,0.11,0.08,0,0,0,0,0,0.01,0.01,1123,533
0.76,0.35,0.25,0,4.54,5.75,2.05,0,6.6,0,0,0,0,0.86,0.01,0.01,1498,473
0.84,0.23,0.22,0,4.36,4.95,1.83,0,6.48,0,0,0,0,4.85,0.01,0.01,1503,423
1.29,0.43,0.26,0,4.42,4.1,4,0,5.54,0,0,0,0,0.37,0.01,0.01,1503,453
0.33,0.23,1.54,0.18,0.15,0.05,0,0,0,0,0,0,0,0,0.01,0.01,1133,593
0.75,0.33,0.7,0.2,0.17,0,0,0,0,0,0,0,0,0,0.01,0.01,1073,483
0.96,0.32,0.55,0.08,0.11,0,0,0,0,0,0,0,0,0,0.01,0.01,1053,463
0.29,0.26,1.67,0.21,0.12,0.04,0,0.11,0,0,0,0,0,0,0.01,0.01,1133,577
0.39,0,1.67,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1373,618
1.02,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1323,386
0.33,0.18,1.48,0.26,0.16,0.27,0,0.14,0,0,0,0,0,0,0.01,0.01,1118,613
0.38,0.25,1.49,0,0,0.41,0,0,0,0,0,0,0,0,0.01,0.01,1118,560
0.19,0.14,1.37,0.56,0.2,0.31,0,0,0,0,0,0,0,0,0.01,0.01,1143,658
0.33,0.21,0.62,0.89,0.1,0.05,0,0,0,0,0,0,0,0,0.01,0.01,1118,633
0.34,0.2,1.06,0.75,0.23,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1118,598
0.76,0.2,0.41,2.5,0.13,0.08,0,0.12,0,0,0,0,0,0,0.01,0.01,1023,473
0.33,0.23,0.74,3.47,0.07,0,0,0,0,0,0,0,0,0,0.01,0.01,1113,583
0.35,0.13,0.65,1.27,0.55,0,0,0,0,0,0,0,0,0,0.01,0.01,1118,613
0.33,0.23,0.57,3.26,0.85,0.09,0,0,0,0,0,0,0,0,0.01,0.01,1108,578
0.35,0.14,0.44,4.23,1.43,0.13,0,0,0,0,0,0,0,0,0.01,0.01,1093,563
0.41,0.23,0.67,0.2,1.01,0.23,0,0,0,0,0,0,0,0,0.01,0.01,1133,577
0.42,0,0.72,0.05,0.99,0.42,0,0,0,0,0,0,0,0,0.01,0.01,1373,633
0.27,0.26,0.53,3.38,0.71,0.18,0,0,0,0,0,0,0,0,0.01,0.01,1273,552
0.3,0.22,0.69,2.83,0.85,0.3,0.01,0.12,0,0.005,0,0,0.005,0,0.01,0.01,1368,607
0.31,0.2,0.62,2.63,0.64,0.58,0,0,0,0,0,0,0,0,0.01,0.01,1108,590
0.32,0.28,0.61,3.22,0.63,0.22,0.025,0.12,0.16,0,0,0,0,0,0.01,0.01,1103,581
0.32,0.27,0.56,2.37,0.74,0.51,0,0,0,0,0,0,0,0,0.01,0.01,1108,613
0.32,0.29,0.47,4.13,1.21,0.3,0.013,0.15,0.11,0,0,0,0,0,0.01,0.01,1093,569
0.38,0.2,0.69,1.58,0.95,0.26,0,0,0,0,0,0,0,0,0.01,0.01,1108,586
0.38,0.15,0.56,2.42,0.74,0.46,0,0,0,0,0,0,0,0,0.01,0.01,1108,578
0.39,0.23,0.62,1.44,1.11,0.18,0,0,0,0,0,0,0,0,0.01,0.01,1118,593
0.4,0.24,1.38,0.74,0.53,0.16,0,0,0,0,0,0,0,0,0.01,0.01,1133,583
0.41,0.09,0.48,1.75,0.17,0.22,0,0,0,0,0,0,0,0,0.01,0.01,1118,593
0.44,0.23,0.58,1.4,1.26,0.11,0,0,0,0,0,0,0,0,0.01,0.01,1133,573
0.42,0.31,0.67,2.53,0.72,0.48,0,0,0,0,0,0,0,0,0.01,0.01,1103,540
0.97,0.32,0.72,1.54,0.8,0.26,0.027,0.06,0,0.025,0,0,0.005,0,0.01,0.01,1423,392
0.38,0.18,0.2,0,2.98,0,0,0,0,0,0,0,0,0,0.01,0.01,1473,643
0.48,0.25,0.86,0.18,0.98,0.04,0,0.09,0,0,0,0,0,0,0.01,0.01,1133,557
0.25,0.15,0.52,3.33,1.14,0.65,0.16,0,0,0,0,0,0,0,0.01,0.01,1103,613
0.32,0.19,0.51,3.02,1.37,0.48,0.18,0,0,0,0,0,0,0,0.01,0.01,1108,588
0.32,0,0.64,0.1,0,0,0,1.14,0,0,0,0,0,0,0.01,0.01,1373,618
0.26,0.21,0.55,0.25,3.34,0.54,0,0,0,0,0,0,0,0,0.01,0.01,1173,623
0.51,0.27,0.72,0.15,0.94,0.05,0.2,0.15,0.11,0,0,0,0,0,0.01,0.01,1148,548
0.49,0.33,0.41,2.97,1.87,0,0,0,0,0,0,0,0,0,0.01,0.01,1123,499
0.5,1,0.35,0.19,0.11,0.5,0,0,0,0,0,0,0,0,0.01,0.01,1116,573
0.55,0,0.52,0,0,0,0,0,1.96,0,0,0,0,0,0.01,0.01,1573,573
0.06,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1186,766
0.17,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1589,715
0.2,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,700
0.27,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1125,666
0.35,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,662
0.43,0.23,1.57,0.2,0.12,0.07,0,0,0,0,0,0,0,0,0.01,0.01,1172,572
0.5,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1183,596
0.54,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1183,596
0.63,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1089,544
0.64,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1183,537
0.79,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1172,496
0.89,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1158,489
1.13,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1183,470
0.2,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,666
0.4,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,605
0.6,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,529
1,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,389
0.8,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,447
0.35,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,612
0.43,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1158,596
0.17,0,1.65,1.07,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1089,677
0.4,0,1,0,0,0.1,0,0,0,0,0,0,0,0,0.01,0.01,1102,589
0.38,0.26,1.51,0.4,0.99,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,562
0.26,0.42,1.51,0,0.45,0.5,0,0,0,0,0,0,0,0,0.01,0.01,1172,644
0.18,0,0.67,1.07,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,700
0.61,0,0.27,0.99,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1077,562
0.56,0,0.26,1.97,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1077,559
0.37,0,0.68,3.41,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1061,574
0.4,0,0.57,3.49,0,0.01,0,0,0,0,0,0,0,0,0.01,0.01,1144,577
0.59,0,0.25,3.9,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1077,526
0.1,0,0.52,5,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,692
0.4,0,0.52,5,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,566
0.6,0,0.52,5,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,485
0.8,0.28,0.52,5,0.07,0.03,0,0,0,0,0,0,0,0,0.01,0.01,1200,405
1,0,0.52,5,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,355
0.08,0,0.49,8.94,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,633
0.21,0,0.75,1.08,0.48,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,685
0.21,0,0.78,1.09,0.99,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,662
0.22,0,0.77,1.08,1.91,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,651
0.38,0,0.72,1.32,0.49,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,611
0.11,0,0.45,3.33,1.52,0,0,0,0,0,0,0,0,0,0.01,0.01,1172,692
0.4,0,0.45,3.33,1.52,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,577
0.6,0,0.45,3.33,1.52,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,507
0.8,0,0.45,3.33,1.52,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,430
1,0,0.45,3.33,1.52,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,359
0.15,0.2,0.45,4.03,1.54,0.03,0,0,0,0,0,0,0,0,0.01,0.01,1172,661
0.33,0.06,0.23,3.78,1.79,0,0,0,0,0,0,0,0,0,0.01,0.01,1172,583
0.6,0.26,0.39,3.29,2.22,0,0,0,0,0,0,0,0,0,0.01,0.01,1255,470
0.89,0.19,0.39,4,1.58,0,0,0,0,0,0,0,0,0,0.01,0.01,1075,463
0.22,0,0.79,0,0,0.5,0,0,0,0,0,0,0,0,0.01,0.01,1172,685
0.26,0,0.87,0,0,0.26,0,0,0,0,0,0,0,0,0.01,0.01,1130,674
0.33,0,0.41,0,0,1.96,0,0,0,0,0,0,0,0,0.01,0.01,1311,650
0.35,0,0.8,0,0,0.25,0,0,0,0,0,0,0,0,0.01,0.01,1130,644
0.4,0,0.42,0,0,0.53,0,0,0,0,0,0,0,0,0.01,0.01,1144,633
0.36,0,0.17,0,0,0.82,0,0,0,0,0,0,0,0,0.01,0.01,1144,659
0.42,0,0.2,0,0,0.21,0,0,0,0,0,0,0,0,0.01,0.01,1144,644
0.43,0.23,0.9,0.23,0.27,0.26,0,0,0,0,0,0,0,0,0.01,0.01,1089,589
0.48,0,0.94,0,0,0.25,0,0,0,0,0,0,0,0,0.01,0.01,1089,577
0.65,0,0.68,0,0,0.1,0,0,0,0,0,0,0,0,0.01,0.01,1144,550
0.68,0,0.87,0,0,0.24,0,0,0,0,0,0,0,0,0.01,0.01,1172,512
0.97,0,1.04,0,0,0.32,0,0,0,0,0,0,0,0,0.01,0.01,1227,435
0.33,0,0.53,0,0.9,0.18,0,0,0,0,0,0,0,0,0.01,0.01,1116,637
0.37,0,0.77,0,0.98,0.21,0,0,0,0,0,0,0,0,0.01,0.01,1116,618
0.5,0,1.25,0,0.65,0.18,0,0,0,0,0,0,0,0,0.01,0.01,1102,559
0.11,0.44,0.38,0,5.46,0.42,0,0,0,0,0,0,0,0,0.01,0.01,1172,707
0.13,0,0.16,3.08,1.76,0.49,0,0,0,0,0,0,0,0,0.01,0.01,1172,633
0.14,0,0.26,2.21,1.05,0.26,0,0,0,0,0,0,0,0,0.01,0.01,1172,659
0.17,0,0.57,1.87,0.45,0.24,0,0,0,0,0,0,0,0,0.01,0.01,1200,670
0.42,0,0.78,1.79,0.8,0.33,0,0,0,0,0,0,0,0,0.01,0.01,1116,562
0.51,0,0.73,2.74,0.99,0.45,0,0,0,0,0,0,0,0,0.01,0.01,1172,477
0.55,0,0.6,0.36,1.03,0.19,0,0,0,0,0,0,0,0,0.01,0.01,1116,537
0.55,0,0.83,1.15,1.01,0.48,0,0,0,0,0,0,0,0,0.01,0.01,1172,508
0.62,0.67,0.64,1.79,0.6,0.32,0,0,0,0,0,0,0,0,0.01,0.01,1255,493
0.15,0,0.63,1.9,0.24,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,684
0.18,0,0.65,1.09,0.26,0,0,0,0,0,0,0,0,0,0.01,0.01,1144,692
0.21,0,0.7,1.08,0.49,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,692
0.25,1.5,1.3,1.8,0,0.4,0,0,0,0,0,0,0,0,0.01,0.01,1144,616
0.36,0,0.63,1.84,0,0.23,0,0,0,0,0,0,0,0,0.01,0.01,1116,611
0.16,0,0.52,3.36,0,0.19,0,0,0,0,0,0,0,0,0.01,0.01,1172,655
0.97,0,0.52,3.36,0,0.19,0,0,0,0,0,0,0,0,0.01,0.01,1255,374
0.39,0,0.56,3.53,0,0.74,0,0,0,0,0,0,0,0,0.01,0.01,1144,562
0.41,0,0.6,3.51,0,0.21,0,0,0,0,0,0,0,0,0.01,0.01,1144,570
0.33,0,0.45,0,1.97,0,0,0,0,0,0,0,0,0,0.01,0.01,1144,611
0.38,0,0.37,0,0.57,0,0,0,0,0,0,0,0,0,0.01,0.01,1144,637
0.42,0,0.68,0,0.93,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,604
0.61,0,0.94,0,0.88,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,516
0.75,0,0.85,0,0.5,0,0,0,0,0,0,0,0,0,0.01,0.01,1061,494
1.02,0,0.36,0.2,1.41,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,522
1.02,0,0.36,0.2,1.41,0,0,0,0,0,0,0,0,0,0.01,0.01,1339,418
0.87,0,0.3,0,0,0,0.27,0,0,0,0,0,0,0,0.01,0.01,1089,492
0.87,0,0.3,0,0,0,0.27,0,0,0,0,0,0,0,0.01,0.01,1325,470
0.43,0,0.74,0,0.92,0,0.16,0,0,0,0,0,0,0,0.01,0.01,1116,600
0.53,0,0.67,0,0.93,0,0.18,0,0,0,0,0,0,0,0.01,0.01,1116,562
0.23,0,0.82,0,1.22,0.53,0,0,0,0,0,0,0,0,0.01,0.01,1144,633
0.33,0,0.84,0,1.05,1.07,0.26,0,0,0,0,0,0,0,0.01,0.01,1283,624
0.4,0,0.78,0,1.25,0.53,0.22,0,0,0,0,0,0,0,0.01,0.01,1144,572
0.2,0,1.44,0.49,0,0,0.16,0,0,0,0,0,0,0,0.01,0.01,1116,665
0.24,0,0.69,3.35,0,0.5,0.09,0,0,0,0,0,0,0,0.01,0.01,1116,619
0.26,0,0.57,2.2,0,0.48,0.09,0,0,0,0,0,0,0,0.01,0.01,1116,639
0.25,0,0.88,0.59,0.73,0.88,0.23,0,0,0,0,0,0,0,0.01,0.01,1283,655
0.27,0,0.84,0.6,0.73,0.9,0.11,0,0,0,0,0,0,0,0.01,0.01,1200,650
0.44,0.06,1.64,1.84,1.64,0.4,0.15,0,0,0,0,0,0,0,0.01,0.01,1172,566
0.18,0,0.79,0.52,0.56,0.19,0,0,0,0,0,0,0,0,0.01,0.01,1172,677
0.3,0,0.8,0.54,0.55,0.21,0,0,0,0,0,0,0,0,0.01,0.01,1144,644
0.59,0,0.89,0.53,0.64,0.22,0,0,0,0,0,0,0,0,0.01,0.01,1116,522
0.44,0,0.9,0.45,0.54,0.22,0,0,0,0,0,0,0,0,0.01,0.01,1116,574
0.24,0.47,0.94,0.3,0.34,0.14,0,0,0,0,0,0,0,0,0.01,0.01,1172,662
0.38,0.7,1.08,0.34,0.4,0.11,0,0,0,0,0,0,0,0,0.01,0.01,1130,600
0.57,0,0.82,1.16,1.07,0.26,0,0,0,0,0,0,0,0,0.01,0.01,1200,531
0.18,0.71,0.75,1.07,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,700
0.19,2.09,0.75,2.09,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1227,700
0.5,0.53,0.23,0,0.05,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,604
0.51,3.8,0.25,0,0.32,0,0,0,0,0,0,0,0,0,0.01,0.01,1311,581
0.53,2.32,0.24,0,0.32,0,0,0,0,0,0,0,0,0,0.01,0.01,1255,585
0.54,1.27,0.23,0,0.05,0,0,0,0,0,0,0,0,0,0.01,0.01,1144,596
0.55,1.62,0.78,0,0.77,0,0,0,0,0,0,0,0,0,0.01,0.01,1172,549
0.62,2.01,0.82,0,0.07,0,0,0,0,0,0,0,0,0,0.01,0.01,1144,524
0.63,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1089,544
0.6,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1200,529
0.14,0,0.81,1.81,0.49,0.27,0,0,0,0,0,0,0,0,0.01,0.01,1200,666
0.16,0,0.6,1.92,0,0.27,0,0,0,0,0,0,0,0,0.01,0.01,1200,681
0.64,0,0.88,0,0.83,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,520
0.18,0,0.57,0.31,0.31,0.15,0,0,0,0,0,0,0,0,0.01,0.01,1200,700
0.43,0,1.02,0.31,0.48,0.13,0,0,0,0,0,0,0,0,0.01,0.01,1116,585
0.22,0,0.76,0.57,0.51,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1200,661
0.45,0,0.89,0.59,0.66,0.12,0,0,0,0,0,0,0,0,0.01,0.01,1116,574
0.5,0,0.77,0.6,0.5,0.21,0,0,0,0,0,0,0,0,0.01,0.01,1116,557
0.78,0,0.86,0.59,0.49,0.21,0,0,0,0,0,0,0,0,0.01,0.01,1116,493
0.19,0,0.77,0.42,0.4,0.12,0,0,0,0,0,0,0,0,0.01,0.01,1200,681
0.46,0,0.79,0.91,0.77,0.18,0,0,0,0,0,0,0,0,0.01,0.01,1116,573
0.48,0,0.57,0,0,0,0,0.46,0,0,0,0,0,0,0.01,0.01,1116,609
0.49,0,0.54,0,0,0,0,1.49,0,0,0,0,0,0,0.01,0.01,1116,596
0.41,0,0.57,0,1.57,0.36,0,0,0,1.26,0,0,0,0,0.01,0.01,1200,604
0.12,0.4,0.45,0.31,0.62,0,0,0.26,0,0,0,0,0,0,0.01,0.01,1172,718
0.15,0,0.92,0.88,0.5,0.46,0.06,0.32,0,0,0,0,0,0,0.01,0.01,1186,666
0.22,0,0.79,0,0,0.5,0,0,0,0,0,0,0,0,0.01,0.01,1644,685
0.39,0.48,0.89,0.68,0.95,0.5,0.03,0,0,0,0,0,0,0,0.01,0.01,1116,575
0.44,1.63,0.79,0,2.1,0.54,0.06,0,0,0,0,0,0,0,0.01,0.01,1227,533
0.45,0.25,0.8,0.55,1.15,1,0.05,0,0,0,0,0,0,0,0.01,0.01,1172,565
0.83,0.25,0.32,0,3.89,4.3,1.3,0,5.79,0,0,0,0,0,0.01,0.01,1491,450
0.81,0.31,0.41,0,4.11,4.27,1.51,0,5.46,0,0,0,0,5.22,0.01,0.01,1477,444
0.72,0.39,0.27,0,4.09,0,1.25,0,18.59,0,0,0,0,0,0.01,0.01,1561,465
0.85,0,0,0,4,0.75,2.1,0,18.5,0,0,0,0,0,0.01,0.01,1561,466
0.72,0.43,0.23,0,4.04,0,1.24,0,18.38,0,0,0,0,4.72,0.01,0.01,1561,450
0.73,0,0,0,4,0,2,0,14,0,0,0,0,0,0.01,0.01,1561,477
0.8,0,0,0,4,0.75,2,0,14,0,0,0,0,5,0.01,0.01,1561,463
0.55,0,0,0,3.9,0.45,0.9,0,0,0,0,0,0,0,0.01,0.01,1172,572
0.4,1.05,0,0,5,1.35,0.35,0,0,0,0,0,0,0,0.01,0.01,1283,541
0.4,1.05,0,0,5,1.35,1.1,0,0,0,0,0,0,0,0.01,0.01,1283,605
0.28,0,0,0,3.25,0,0.25,0,9,0,0,0,0,0,0.01,0.01,1172,656
1.5,0,0,0,11.5,0.8,0.2,0,0,0,0,0,0,0,0.01,0.01,1255,497
2.25,0,0,0,11.5,0.8,0.2,0,0,0,0,0,0,0,0.01,0.01,1255,422
0.97,0.4,0.48,0,4.58,1.04,0.25,0,0,0,0,0,0,0,0.01,0.01,1283,439
0.85,0.26,1.18,0,0.5,0,0,0,0.44,0,0,0,0,0,0.01,0.01,1061,473
0.87,0.29,1.78,0.15,0.2,0.03,0,0,0,0,0,0,0,0,0.01,0.01,1061,422
0.5,0,0,0,1.25,0,0.2,0,2.75,0,0,0,0,0,0.01,0.01,1227,589
0.6,1.9,0.75,0,0.25,0.3,0,0,0,0,0,0,0,0,0.01,0.01,1172,533
0.14,0.21,0.41,0.19,5.12,0.51,0,0,0,0,0,0,0,0,0.01,0.01,1172,660
1.01,0.3,0.5,0,1.21,0,0,0,0,0,0,0,0,0,0.01,0.01,1089,477
0.45,0,0.7,0,1,0,0.2,0,0,0,0,0,0,0,0.01,0.01,1172,589
0.75,0,0.7,1.5,0.75,0.3,0,0,0,0,0,0,0,0,0.01,0.01,1116,491
1.32,0.5,0.28,0,0.22,0,0,0,3.51,0,0,0,0,0,0.01,0.01,1116,444
0.95,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1061,474
1.14,0.16,0.22,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1061,470
0.95,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.01,0.01,1061,473
0.11,0.37,0.44,0.16,12.18,0,0,0,0,0,0,0,0,0,0.01,0.01,1255,629
0.22,0,0.54,0.64,12.46,0.99,0.29,0,0,0,0,0,0,0,0.01,0.01,1283,554
0.42,0.3,0.89,0.58,0.52,0.24,0,0,0,0,0,0,0,0,0.01,0.01,1172,570
0.22,1.36,1.3,1.88,0.22,0.38,0,0,0,0,0,0,0,0,0.01,0.01,1144,605
0.32,0.19,0.72,1.7,0.82,0.31,0.17,0.12,0,0,0,0,0,0,0.01,0.01,1172,598
0.72,0.23,0.35,1.75,0.94,0,0,0,0,0,0,0,0,0,0.01,0.01,1102,497
0.75,0.25,0.7,1.35,0.75,0.3,0.15,0,0,0,0,0,0,0,0.01,0.01,1116,494
1.36,1.14,1.84,1.81,0.15,1.41,0,0,0,0,0,0,0,0,0.01,0.01,1066,439
0.19,0.22,0.57,3.6,0.09,0.05,0,0,0,0,0,0,0,0,0.01,0.01,1172,664
0.4,0.31,0.89,3.34,0.11,0,0,0,0,0,0,0,0,0,0.01,0.01,1089,521
0.1,0.28,0.77,8.56,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0.01,1075,616
0.21,0.24,0.61,1.35,0.67,0.02,0,0.04,0,0,0,0,0,0,0.01,0.01,1172,660
0.91,0.23,0.65,1.35,0.6,0,0,0.03,0,0,0,0,0,0,0.01,0.01,1172,422
0.43,0.29,0.52,1.76,1.19,0.05,0,0.06,0,0,0,0,0,0,0.01,0.01,1172,554
0.29,0.06,0.21,3.25,1.45,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,543
0.15,0.2,0.45,4.03,1.54,0.03,0,0,0,0,0,0,0,0,0.01,0.01,1172,661
0.34,1.37,0.98,1.82,0.95,0.42,0.14,0,0,0,0,0,0,0,0.01,0.01,1172,574
0.32,0.31,0.74,1.7,0.12,0.23,0,0,0,0,0,0,0,0,0.01,0.01,1116,633
0.95,0.24,0.58,1.79,0,0.25,0,0,0,0,0,0,0,0,0.01,0.01,1200,433
0.17,0.29,0.49,5.07,0.18,0.24,0,0.1,0,0,0,0,0,0,0.01,0.01,1200,641
0.69,0,0.42,0.8,0.2,0.13,0,0,0,0,0,0,0,0,0.01,0.01,1102,474
0.95,0.23,0.82,0.56,0.52,0.19,0,0,0,0,0,0,0,0,0.01,0.01,1200,422
0.17,0.3,0.59,3.18,1.12,0.13,0,0,0,0,0,0,0,0,0.01,0.01,1200,614
0.22,0.3,0.5,2.8,0,2.95,0,0,0,0,0,0,0,0,0.01,0.01,1311,607
0.55,1,0.9,2.75,0.4,0.45,0.13,0,0,0,0,0,0,0,0.01,0.01,1144,533
0.76,0.2,0.41,2.5,0.13,0.08,0,0.12,0,0,0,0,0,0,0.01,0.01,1023,475
0.32,0,0.76,0.7,1.06,1.01,0,0,0,0,0,0,0,0,0.01,0.01,1172,646
0.34,0.22,0.71,2.52,0.14,0.42,0.02,0,0,0,0,0,0,0,0.01,0.01,1172,589
0.23,0.25,0.52,5.35,0.2,0.27,0.08,0,0,0,0,0,0,0,0.01,0.01,1061,619
0.15,0.26,0.92,0.88,0.5,0.46,0.06,0.32,0,0,0,0,0,0,0.01,0.01,1186,669
0.33,0.23,0.57,3.26,0.85,0.09,0,0,0,0,0,0,0,0,0.01,0.01,1108,576
0.32,0.19,0.51,3.02,1.37,0.48,0.18,0,0,0,0,0,0,0,0.01,0.01,1108,582
0.35,0.14,0.44,4.23,1.43,0.13,0,0,0,0,0,0,0,0,0.01,0.01,1094,564
0.33,0.17,0.51,4.16,1.44,0.31,0,0,0,0,0,0,0,0,0.01,0.01,1094,570
0.1,0.25,0.42,0.27,2.16,0.96,0,0,0,0,0,0,0,0,0.01,0.01,1289,666
0.12,0.35,0.46,0.2,4.79,0.54,0,0,0,0,0,0,0,0,0.01,0.01,1289,736
0.12,0.55,0.53,0.07,7.5,0.45,0,0,0,0,0,0,0,0,0.01,0.01,1289,680
0.12,0.45,0.5,0.28,8.4,0.96,0,0,0,0,0,0,0,0,0.01,0.01,1289,651
0.1,0.25,0.42,0.27,2.16,0.96,0,0,0,0,0,0,0,0,0.01,0.01,1289,669
0.93,0.26,0.5,0.16,3.65,0,0,0,0,0,0,0,0,0,0.01,0.01,1102,497
0.97,0.25,0.39,0,1.04,0,0,0,0,0,0,0,0,0,0.01,0.01,1255,443
0.51,0.17,0.23,5.26,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1273,549
0.79,0.22,0.23,5.25,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1273,447
